+-----------------+------+-----------------+-------+----+----------------+------------------+------------------------+-----------+
| Number of Nodes |  %   | Number of Edges | (%) k | k  | Clique size k? | Basic Operations |          Time          |   Memory  |
|        21       |  75  |       158       |   25  | 5  |      True      |       332        | 0.00028395652770996094 |    0.0    |
|        21       |  75  |       158       |   50  | 10 |     False      |       332        | 0.00025391578674316406 |    0.0    |
|        21       |  75  |       158       |   75  | 15 |     False      |       332        | 0.00024700164794921875 |    0.0    |
|        22       | 12.5 |        29       |  12.5 | 2  |      True      |        54        | 5.2928924560546875e-05 |    0.0    |
|        22       | 12.5 |        29       |   25  | 5  |     False      |        54        |   4.57763671875e-05    |    0.0    |
|        22       | 12.5 |        29       |   50  | 11 |     False      |        54        |  4.38690185546875e-05  |    0.0    |
|        22       | 12.5 |        29       |   75  | 16 |     False      |        54        | 4.315376281738281e-05  |    0.0    |
|        22       |  25  |        58       |  12.5 | 2  |      True      |        92        | 8.296966552734375e-05  |    0.0    |
|        22       |  25  |        58       |   25  | 5  |     False      |        92        | 7.915496826171875e-05  |    0.0    |
|        22       |  25  |        58       |   50  | 11 |     False      |        92        | 7.295608520507812e-05  |    0.0    |
|        22       |  25  |        58       |   75  | 16 |     False      |        92        | 7.104873657226562e-05  |    0.0    |
|        22       |  50  |       116       |  12.5 | 2  |      True      |       187        | 0.0001621246337890625  |    0.0    |
|        22       |  50  |       116       |   25  | 5  |      True      |       187        | 0.0001518726348876953  |    0.0    |
|        22       |  50  |       116       |   50  | 11 |     False      |       187        | 0.00014901161193847656 |    0.0    |
|        22       |  50  |       116       |   75  | 16 |     False      |       187        |  0.00014495849609375   |    0.0    |
|        22       |  75  |       173       |  12.5 | 2  |     False      |       432        |   0.0003509521484375   |    0.0    |
|        22       |  75  |       173       |   25  | 5  |      True      |       432        | 0.00033211708068847656 |    0.0    |
|        22       |  75  |       173       |   50  | 11 |     False      |       432        | 0.0003268718719482422  |    0.0    |
|        22       |  75  |       173       |   75  | 16 |     False      |       432        |  0.000324249267578125  |    0.0    |
|        23       | 12.5 |        32       |  12.5 | 2  |      True      |        54        | 5.078315734863281e-05  |    0.0    |
|        23       | 12.5 |        32       |   25  | 5  |     False      |        54        | 4.410743713378906e-05  |    0.0    |
|        23       | 12.5 |        32       |   50  | 11 |     False      |        54        | 4.220008850097656e-05  |    0.0    |
|        23       | 12.5 |        32       |   75  | 17 |     False      |        54        |  4.1961669921875e-05   |    0.0    |
|        23       |  25  |        63       |  12.5 | 2  |      True      |       102        | 8.678436279296875e-05  |    0.0    |
|        23       |  25  |        63       |   25  | 5  |     False      |       102        | 8.606910705566406e-05  |    0.0    |
|        23       |  25  |        63       |   50  | 11 |     False      |       102        |  8.20159912109375e-05  |    0.0    |
|        23       |  25  |        63       |   75  | 17 |     False      |       102        | 7.867813110351562e-05  |    0.0    |
|        23       |  50  |       126       |  12.5 | 2  |      True      |       208        | 0.0001761913299560547  |    0.0    |
|        23       |  50  |       126       |   25  | 5  |      True      |       208        | 0.00016689300537109375 |    0.0    |
|        23       |  50  |       126       |   50  | 11 |     False      |       208        | 0.00016498565673828125 |    0.0    |
|        23       |  50  |       126       |   75  | 17 |     False      |       208        | 0.0001628398895263672  |    0.0    |
|        23       |  75  |       190       |  12.5 | 2  |     False      |       369        | 0.00030684471130371094 |    0.0    |
|        23       |  75  |       190       |   25  | 5  |      True      |       369        | 0.00029087066650390625 |    0.0    |
|        23       |  75  |       190       |   50  | 11 |     False      |       369        | 0.0002880096435546875  |    0.0    |
|        23       |  75  |       190       |   75  | 17 |     False      |       369        | 0.0002841949462890625  |    0.0    |
|        24       | 12.5 |        34       |  12.5 | 3  |      True      |        57        | 5.316734313964844e-05  |    0.0    |
|        24       | 12.5 |        34       |   25  | 6  |     False      |        57        | 4.673004150390625e-05  |    0.0    |
|        24       | 12.5 |        34       |   50  | 12 |     False      |        57        | 4.410743713378906e-05  |    0.0    |
|        24       | 12.5 |        34       |   75  | 18 |     False      |        57        | 4.315376281738281e-05  |    0.0    |
|        24       |  25  |        69       |  12.5 | 3  |      True      |       105        | 9.012222290039062e-05  |    0.0    |
|        24       |  25  |        69       |   25  | 6  |     False      |       105        | 8.702278137207031e-05  |    0.0    |
|        24       |  25  |        69       |   50  | 12 |     False      |       105        | 8.177757263183594e-05  |    0.0    |
|        24       |  25  |        69       |   75  | 18 |     False      |       105        | 7.987022399902344e-05  |    0.0    |
|        24       |  50  |       138       |  12.5 | 3  |      True      |       228        | 0.00019097328186035156 |    0.0    |
|        24       |  50  |       138       |   25  | 6  |      True      |       228        | 0.00018477439880371094 |    0.0    |
|        24       |  50  |       138       |   50  | 12 |     False      |       228        | 0.00023436546325683594 |    0.0    |
|        24       |  50  |       138       |   75  | 18 |     False      |       228        | 0.00023126602172851562 |    0.0    |
|        24       |  75  |       207       |  12.5 | 3  |      True      |       325        | 0.0002999305725097656  |    0.0    |
|        24       |  75  |       207       |   25  | 6  |      True      |       325        | 0.0002789497375488281  |    0.0    |
|        24       |  75  |       207       |   50  | 12 |     False      |       325        | 0.00027680397033691406 |    0.0    |
|        24       |  75  |       207       |   75  | 18 |     False      |       325        | 0.00027179718017578125 |    0.0    |
|        25       | 12.5 |        38       |  12.5 | 3  |      True      |        69        |  6.67572021484375e-05  |    0.0    |
|        25       | 12.5 |        38       |   25  | 6  |     False      |        69        | 6.079673767089844e-05  |    0.0    |
|        25       | 12.5 |        38       |   50  | 12 |     False      |        69        |  5.7220458984375e-05   |    0.0    |
|        25       | 12.5 |        38       |   75  | 18 |     False      |        69        | 5.602836608886719e-05  |    0.0    |
|        25       |  25  |        75       |  12.5 | 3  |      True      |       110        | 0.00010418891906738281 |    0.0    |
|        25       |  25  |        75       |   25  | 6  |     False      |       110        |  0.000102996826171875  |    0.0    |
|        25       |  25  |        75       |   50  | 12 |     False      |       110        | 9.393692016601562e-05  |    0.0    |
|        25       |  25  |        75       |   75  | 18 |     False      |       110        | 9.107589721679688e-05  |    0.0    |
|        25       |  50  |       150       |  12.5 | 3  |      True      |       219        | 0.0001971721649169922  |    0.0    |
|        25       |  50  |       150       |   25  | 6  |     False      |       219        | 0.00019478797912597656 |    0.0    |
|        25       |  50  |       150       |   50  | 12 |     False      |       219        | 0.0001881122589111328  |    0.0    |
|        25       |  50  |       150       |   75  | 18 |     False      |       219        | 0.00018596649169921875 |    0.0    |
|        25       |  75  |       225       |  12.5 | 3  |      True      |       525        | 0.0004589557647705078  |    0.0    |
|        25       |  75  |       225       |   25  | 6  |      True      |       525        | 0.00043702125549316406 |    0.0    |
|        25       |  75  |       225       |   50  | 12 |     False      |       525        | 0.00043702125549316406 |    0.0    |
|        25       |  75  |       225       |   75  | 18 |     False      |       525        | 0.0004291534423828125  |    0.0    |
|        26       | 12.5 |        41       |  12.5 | 3  |      True      |        71        | 6.890296936035156e-05  |    0.0    |
|        26       | 12.5 |        41       |   25  | 6  |     False      |        71        |    6.103515625e-05     |    0.0    |
|        26       | 12.5 |        41       |   50  | 13 |     False      |        71        | 5.888938903808594e-05  |    0.0    |
|        26       | 12.5 |        41       |   75  | 19 |     False      |        71        | 5.817413330078125e-05  |    0.0    |
|        26       |  25  |        81       |  12.5 | 3  |      True      |       115        | 0.00010800361633300781 |    0.0    |
|        26       |  25  |        81       |   25  | 6  |     False      |       115        | 0.00010180473327636719 |    0.0    |
|        26       |  25  |        81       |   50  | 13 |     False      |       115        | 9.703636169433594e-05  |    0.0    |
|        26       |  25  |        81       |   75  | 19 |     False      |       115        | 9.489059448242188e-05  |    0.0    |
|        26       |  50  |       162       |  12.5 | 3  |      True      |       317        | 0.0002779960632324219  |    0.0    |
|        26       |  50  |       162       |   25  | 6  |     False      |       317        | 0.00027489662170410156 |    0.0    |
|        26       |  50  |       162       |   50  | 13 |     False      |       317        | 0.0002689361572265625  |    0.0    |
|        26       |  50  |       162       |   75  | 19 |     False      |       317        | 0.00026607513427734375 |    0.0    |
|        26       |  75  |       244       |  12.5 | 3  |      True      |       596        | 0.0005078315734863281  |    0.0    |
|        26       |  75  |       244       |   25  | 6  |      True      |       596        | 0.0004820823669433594  |    0.0    |
|        26       |  75  |       244       |   50  | 13 |     False      |       596        | 0.0004849433898925781  |    0.0    |
|        26       |  75  |       244       |   75  | 19 |     False      |       596        | 0.0004761219024658203  |    0.0    |
|        27       | 12.5 |        44       |  12.5 | 3  |      True      |        75        | 7.343292236328125e-05  |    0.0    |
|        27       | 12.5 |        44       |   25  | 6  |     False      |        75        | 6.699562072753906e-05  |    0.0    |
|        27       | 12.5 |        44       |   50  | 13 |     False      |        75        | 6.198883056640625e-05  |    0.0    |
|        27       | 12.5 |        44       |   75  | 20 |     False      |        75        | 6.079673767089844e-05  |    0.0    |
|        27       |  25  |        88       |  12.5 | 3  |      True      |       140        | 0.0001289844512939453  |    0.0    |
|        27       |  25  |        88       |   25  | 6  |     False      |       140        | 0.00012421607971191406 |    0.0    |
|        27       |  25  |        88       |   50  | 13 |     False      |       140        | 0.00011873245239257812 |    0.0    |
|        27       |  25  |        88       |   75  | 20 |     False      |       140        | 0.00010919570922851562 |    0.0    |
|        27       |  50  |       176       |  12.5 | 3  |      True      |       339        | 0.0002779960632324219  |    0.0    |
|        27       |  50  |       176       |   25  | 6  |      True      |       339        | 0.0002739429473876953  |    0.0    |
|        27       |  50  |       176       |   50  | 13 |     False      |       339        | 0.00026607513427734375 |    0.0    |
|        27       |  50  |       176       |   75  | 20 |     False      |       339        | 0.00026297569274902344 |    0.0    |
|        27       |  75  |       263       |  12.5 | 3  |      True      |       661        | 0.0005362033843994141  |    0.0    |
|        27       |  75  |       263       |   25  | 6  |      True      |       661        | 0.0005319118499755859  |    0.0    |
|        27       |  75  |       263       |   50  | 13 |     False      |       661        | 0.0005249977111816406  |    0.0    |
|        27       |  75  |       263       |   75  | 20 |     False      |       661        | 0.0005128383636474609  |    0.0    |
|        28       | 12.5 |        47       |  12.5 | 3  |      True      |        82        | 7.510185241699219e-05  |    0.0    |
|        28       | 12.5 |        47       |   25  | 7  |     False      |        82        | 6.604194641113281e-05  |    0.0    |
|        28       | 12.5 |        47       |   50  | 14 |     False      |        82        |  6.29425048828125e-05  |    0.0    |
|        28       | 12.5 |        47       |   75  | 21 |     False      |        82        | 6.079673767089844e-05  |    0.0    |
|        28       |  25  |        94       |  12.5 | 3  |      True      |       140        | 0.00012111663818359375 |    0.0    |
|        28       |  25  |        94       |   25  | 7  |     False      |       140        | 0.00011491775512695312 |    0.0    |
|        28       |  25  |        94       |   50  | 14 |     False      |       140        | 0.00013113021850585938 |    0.0    |
|        28       |  25  |        94       |   75  | 21 |     False      |       140        | 0.00010704994201660156 |    0.0    |
|        28       |  50  |       189       |  12.5 | 3  |      True      |       358        | 0.0002932548522949219  |    0.0    |
|        28       |  50  |       189       |   25  | 7  |     False      |       358        |   0.0002899169921875   |    0.0    |
|        28       |  50  |       189       |   50  | 14 |     False      |       358        | 0.0002810955047607422  |    0.0    |
|        28       |  50  |       189       |   75  | 21 |     False      |       358        | 0.00027680397033691406 |    0.0    |
|        28       |  75  |       284       |  12.5 | 3  |      True      |       693        | 0.0005459785461425781  |    0.0    |
|        28       |  75  |       284       |   25  | 7  |      True      |       693        | 0.0005362033843994141  |    0.0    |
|        28       |  75  |       284       |   50  | 14 |     False      |       693        | 0.0005278587341308594  |    0.0    |
|        28       |  75  |       284       |   75  | 21 |     False      |       693        | 0.0005261898040771484  |    0.0    |
|        29       | 12.5 |        51       |  12.5 | 3  |      True      |        91        | 8.487701416015625e-05  |    0.0    |
|        29       | 12.5 |        51       |   25  | 7  |     False      |        91        | 7.295608520507812e-05  |    0.0    |
|        29       | 12.5 |        51       |   50  | 14 |     False      |        91        | 6.890296936035156e-05  |    0.0    |
|        29       | 12.5 |        51       |   75  | 21 |     False      |        91        | 6.723403930664062e-05  |    0.0    |
|        29       |  25  |       102       |  12.5 | 3  |      True      |       147        | 0.00012683868408203125 |    0.0    |
|        29       |  25  |       102       |   25  | 7  |     False      |       147        | 0.0001239776611328125  |    0.0    |
|        29       |  25  |       102       |   50  | 14 |     False      |       147        | 0.00011897087097167969 |    0.0    |
|        29       |  25  |       102       |   75  | 21 |     False      |       147        | 0.00011610984802246094 |    0.0    |
|        29       |  50  |       203       |  12.5 | 3  |      True      |       451        | 0.0003800392150878906  |    0.0    |
|        29       |  50  |       203       |   25  | 7  |     False      |       451        | 0.0003619194030761719  |    0.0    |
|        29       |  50  |       203       |   50  | 14 |     False      |       451        | 0.00034880638122558594 |    0.0    |
|        29       |  50  |       203       |   75  | 21 |     False      |       451        | 0.0003440380096435547  |    0.0    |
|        29       |  75  |       304       |  12.5 | 3  |      True      |       767        | 0.0006158351898193359  |    0.0    |
|        29       |  75  |       304       |   25  | 7  |      True      |       767        | 0.0006010532379150391  |    0.0    |
|        29       |  75  |       304       |   50  | 14 |     False      |       767        | 0.0005860328674316406  |    0.0    |
|        29       |  75  |       304       |   75  | 21 |     False      |       767        |   0.000579833984375    |    0.0    |
|        30       | 12.5 |        54       |  12.5 | 3  |      True      |        92        |   8.392333984375e-05   |    0.0    |
|        30       | 12.5 |        54       |   25  | 7  |     False      |        92        | 7.510185241699219e-05  |    0.0    |
|        30       | 12.5 |        54       |   50  | 15 |     False      |        92        | 7.200241088867188e-05  |    0.0    |
|        30       | 12.5 |        54       |   75  | 22 |     False      |        92        | 7.009506225585938e-05  |    0.0    |
|        30       |  25  |       109       |  12.5 | 3  |      True      |       157        | 0.00013399124145507812 |    0.0    |
|        30       |  25  |       109       |   25  | 7  |     False      |       157        | 0.00013065338134765625 |    0.0    |
|        30       |  25  |       109       |   50  | 15 |     False      |       157        | 0.00012636184692382812 |    0.0    |
|        30       |  25  |       109       |   75  | 22 |     False      |       157        | 0.0001227855682373047  |    0.0    |
|        30       |  50  |       218       |  12.5 | 3  |      True      |       407        | 0.0003330707550048828  |    0.0    |
|        30       |  50  |       218       |   25  | 7  |     False      |       407        | 0.00032591819763183594 |    0.0    |
|        30       |  50  |       218       |   50  | 15 |     False      |       407        | 0.0003268718719482422  |    0.0    |
|        30       |  50  |       218       |   75  | 22 |     False      |       407        | 0.0003199577331542969  |    0.0    |
|        30       |  75  |       326       |  12.5 | 3  |      True      |       706        | 0.0005800724029541016  |    0.0    |
|        30       |  75  |       326       |   25  | 7  |      True      |       706        | 0.0005679130554199219  |    0.0    |
|        30       |  75  |       326       |   50  | 15 |     False      |       706        | 0.0005619525909423828  |    0.0    |
|        30       |  75  |       326       |   75  | 22 |     False      |       706        | 0.0005497932434082031  |    0.0    |
|        31       | 12.5 |        58       |  12.5 | 3  |      True      |        91        | 8.487701416015625e-05  |    0.0    |
|        31       | 12.5 |        58       |   25  | 7  |     False      |        91        | 7.605552673339844e-05  |    0.0    |
|        31       | 12.5 |        58       |   50  | 15 |     False      |        91        | 7.796287536621094e-05  |    0.0    |
|        31       | 12.5 |        58       |   75  | 23 |     False      |        91        | 8.225440979003906e-05  |    0.0    |
|        31       |  25  |       116       |  12.5 | 3  |      True      |       191        | 0.00016379356384277344 |    0.0    |
|        31       |  25  |       116       |   25  | 7  |     False      |       191        | 0.00015783309936523438 |    0.0    |
|        31       |  25  |       116       |   50  | 15 |     False      |       191        | 0.00015497207641601562 |    0.0    |
|        31       |  25  |       116       |   75  | 23 |     False      |       191        | 0.00014901161193847656 |    0.0    |
|        31       |  50  |       232       |  12.5 | 3  |      True      |       502        | 0.00040221214294433594 |    0.0    |
|        31       |  50  |       232       |   25  | 7  |     False      |       502        | 0.0004019737243652344  |    0.0    |
|        31       |  50  |       232       |   50  | 15 |     False      |       502        | 0.0004038810729980469  |    0.0    |
|        31       |  50  |       232       |   75  | 23 |     False      |       502        | 0.0003902912139892578  |    0.0    |
|        31       |  75  |       349       |  12.5 | 3  |     False      |       993        |   0.000823974609375    |    0.0    |
|        31       |  75  |       349       |   25  | 7  |      True      |       993        | 0.0007741451263427734  |    0.0    |
|        31       |  75  |       349       |   50  | 15 |     False      |       993        | 0.0007560253143310547  |    0.0    |
|        31       |  75  |       349       |   75  | 23 |     False      |       993        | 0.0007617473602294922  |    0.0    |
|        32       | 12.5 |        62       |  12.5 | 4  |     False      |        98        | 9.584426879882812e-05  |    0.0    |
|        32       | 12.5 |        62       |   25  | 8  |     False      |        98        | 8.177757263183594e-05  |    0.0    |
|        32       | 12.5 |        62       |   50  | 16 |     False      |        98        | 7.700920104980469e-05  |    0.0    |
|        32       | 12.5 |        62       |   75  | 24 |     False      |        98        | 7.486343383789062e-05  |    0.0    |
|        32       |  25  |       124       |  12.5 | 4  |      True      |       191        | 0.00016069412231445312 |    0.0    |
|        32       |  25  |       124       |   25  | 8  |     False      |       191        | 0.0001583099365234375  |    0.0    |
|        32       |  25  |       124       |   50  | 16 |     False      |       191        | 0.00015401840209960938 |    0.0    |
|        32       |  25  |       124       |   75  | 24 |     False      |       191        | 0.00015401840209960938 |    0.0    |
|        32       |  50  |       248       |  12.5 | 4  |      True      |       546        | 0.0004439353942871094  |    0.0    |
|        32       |  50  |       248       |   25  | 8  |     False      |       546        | 0.0004379749298095703  |    0.0    |
|        32       |  50  |       248       |   50  | 16 |     False      |       546        | 0.00042819976806640625 |    0.0    |
|        32       |  50  |       248       |   75  | 24 |     False      |       546        | 0.0004208087921142578  |    0.0    |
|        32       |  75  |       372       |  12.5 | 4  |      True      |       1257       | 0.0009839534759521484  |    0.0    |
|        32       |  75  |       372       |   25  | 8  |     False      |       1257       | 0.0009748935699462891  |    0.0    |
|        32       |  75  |       372       |   50  | 16 |     False      |       1257       | 0.0009682178497314453  |    0.0    |
|        32       |  75  |       372       |   75  | 24 |     False      |       1257       | 0.0009758472442626953  |    0.0    |
|        33       | 12.5 |        66       |  12.5 | 4  |     False      |       113        |   0.0001068115234375   |    0.0    |
|        33       | 12.5 |        66       |   25  | 8  |     False      |       113        | 9.226799011230469e-05  |    0.0    |
|        33       | 12.5 |        66       |   50  | 16 |     False      |       113        | 8.702278137207031e-05  |    0.0    |
|        33       | 12.5 |        66       |   75  | 24 |     False      |       113        |   8.392333984375e-05   |    0.0    |
|        33       |  25  |       132       |  12.5 | 4  |      True      |       211        | 0.00017905235290527344 |    0.0    |
|        33       |  25  |       132       |   25  | 8  |     False      |       211        | 0.00017690658569335938 |    0.0    |
|        33       |  25  |       132       |   50  | 16 |     False      |       211        | 0.00017189979553222656 |    0.0    |
|        33       |  25  |       132       |   75  | 24 |     False      |       211        | 0.00016832351684570312 |    0.0    |
|        33       |  50  |       264       |  12.5 | 4  |      True      |       577        | 0.00047397613525390625 |    0.0    |
|        33       |  50  |       264       |   25  | 8  |     False      |       577        | 0.00046706199645996094 |    0.0    |
|        33       |  50  |       264       |   50  | 16 |     False      |       577        | 0.00045800209045410156 |    0.0    |
|        33       |  50  |       264       |   75  | 24 |     False      |       577        | 0.0004532337188720703  |    0.0    |
|        33       |  75  |       396       |  12.5 | 4  |      True      |       1263       |   0.001007080078125    |    0.0    |
|        33       |  75  |       396       |   25  | 8  |     False      |       1263       | 0.0009601116180419922  |    0.0    |
|        33       |  75  |       396       |   50  | 16 |     False      |       1263       | 0.0009510517120361328  |    0.0    |
|        33       |  75  |       396       |   75  | 24 |     False      |       1263       | 0.0009400844573974609  |    0.0    |
|        34       | 12.5 |        70       |  12.5 | 4  |     False      |       118        | 0.00011491775512695312 |    0.0    |
|        34       | 12.5 |        70       |   25  | 8  |     False      |       118        | 9.608268737792969e-05  |    0.0    |
|        34       | 12.5 |        70       |   50  | 17 |     False      |       118        | 9.083747863769531e-05  |    0.0    |
|        34       | 12.5 |        70       |   75  | 25 |     False      |       118        | 8.916854858398438e-05  |    0.0    |
|        34       |  25  |       140       |  12.5 | 4  |      True      |       239        | 0.00019788742065429688 |    0.0    |
|        34       |  25  |       140       |   25  | 8  |     False      |       239        | 0.00019502639770507812 |    0.0    |
|        34       |  25  |       140       |   50  | 17 |     False      |       239        | 0.00018978118896484375 |    0.0    |
|        34       |  25  |       140       |   75  | 25 |     False      |       239        |  0.000186920166015625  |    0.0    |
|        34       |  50  |       280       |  12.5 | 4  |      True      |       511        | 0.00041294097900390625 |    0.0    |
|        34       |  50  |       280       |   25  | 8  |     False      |       511        | 0.00040984153747558594 |    0.0    |
|        34       |  50  |       280       |   50  | 17 |     False      |       511        | 0.00040221214294433594 |    0.0    |
|        34       |  50  |       280       |   75  | 25 |     False      |       511        | 0.0004019737243652344  |    0.0    |
|        34       |  75  |       421       |  12.5 | 4  |      True      |       1721       |  0.00133514404296875   |    0.0    |
|        34       |  75  |       421       |   25  | 8  |     False      |       1721       | 0.0013530254364013672  |    0.0    |
|        34       |  75  |       421       |   50  | 17 |     False      |       1721       | 0.0014019012451171875  |    0.0    |
|        34       |  75  |       421       |   75  | 25 |     False      |       1721       | 0.0013976097106933594  |    0.0    |
|        35       | 12.5 |        74       |  12.5 | 4  |      True      |       117        | 0.00012493133544921875 |    0.0    |
|        35       | 12.5 |        74       |   25  | 8  |     False      |       117        | 0.0001010894775390625  |    0.0    |
|        35       | 12.5 |        74       |   50  | 17 |     False      |       117        | 9.489059448242188e-05  |    0.0    |
|        35       | 12.5 |        74       |   75  | 26 |     False      |       117        | 9.179115295410156e-05  |    0.0    |
|        35       |  25  |       149       |  12.5 | 4  |      True      |       250        | 0.0002129077911376953  |    0.0    |
|        35       |  25  |       149       |   25  | 8  |     False      |       250        | 0.0002090930938720703  |    0.0    |
|        35       |  25  |       149       |   50  | 17 |     False      |       250        | 0.00020074844360351562 |    0.0    |
|        35       |  25  |       149       |   75  | 26 |     False      |       250        | 0.0001971721649169922  |    0.0    |
|        35       |  50  |       298       |  12.5 | 4  |      True      |       686        | 0.0006268024444580078  |    0.0    |
|        35       |  50  |       298       |   25  | 8  |     False      |       686        | 0.0005991458892822266  |    0.0    |
|        35       |  50  |       298       |   50  | 17 |     False      |       686        | 0.0005800724029541016  |    0.0    |
|        35       |  50  |       298       |   75  | 26 |     False      |       686        | 0.0005791187286376953  |    0.0    |
|        35       |  75  |       446       |  12.5 | 4  |      True      |       1982       | 0.0016350746154785156  |    0.0    |
|        35       |  75  |       446       |   25  | 8  |     False      |       1982       | 0.0016138553619384766  |    0.0    |
|        35       |  75  |       446       |   50  | 17 |     False      |       1982       | 0.0015888214111328125  |    0.0    |
|        35       |  75  |       446       |   75  | 26 |     False      |       1982       | 0.0016238689422607422  |    0.0    |
|        36       | 12.5 |        79       |  12.5 | 4  |     False      |       124        | 0.00012803077697753906 |    0.0    |
|        36       | 12.5 |        79       |   25  | 9  |     False      |       124        | 0.00010323524475097656 |    0.0    |
|        36       | 12.5 |        79       |   50  | 18 |     False      |       124        | 9.703636169433594e-05  |    0.0    |
|        36       | 12.5 |        79       |   75  | 27 |     False      |       124        | 9.393692016601562e-05  |    0.0    |
|        36       |  25  |       158       |  12.5 | 4  |      True      |       247        | 0.00020885467529296875 |    0.0    |
|        36       |  25  |       158       |   25  | 9  |     False      |       247        | 0.0002028942108154297  |    0.0    |
|        36       |  25  |       158       |   50  | 18 |     False      |       247        | 0.00019598007202148438 |    0.0    |
|        36       |  25  |       158       |   75  | 27 |     False      |       247        | 0.0002269744873046875  |    0.0    |
|        36       |  50  |       315       |  12.5 | 4  |      True      |       680        | 0.0005590915679931641  |    0.0    |
|        36       |  50  |       315       |   25  | 9  |     False      |       680        | 0.0005581378936767578  |    0.0    |
|        36       |  50  |       315       |   50  | 18 |     False      |       680        | 0.0005447864532470703  |    0.0    |
|        36       |  50  |       315       |   75  | 27 |     False      |       680        | 0.0005412101745605469  |    0.0    |
|        36       |  75  |       472       |  12.5 | 4  |      True      |       1628       | 0.0016140937805175781  |    0.0    |
|        36       |  75  |       472       |   25  | 9  |     False      |       1628       | 0.0013430118560791016  |    0.0    |
|        36       |  75  |       472       |   50  | 18 |     False      |       1628       | 0.0012900829315185547  |    0.0    |
|        36       |  75  |       472       |   75  | 27 |     False      |       1628       |  0.001291036605834961  |    0.0    |
|        37       | 12.5 |        83       |  12.5 | 4  |     False      |       132        | 0.00013113021850585938 |    0.0    |
|        37       | 12.5 |        83       |   25  | 9  |     False      |       132        | 0.00010800361633300781 |    0.0    |
|        37       | 12.5 |        83       |   50  | 18 |     False      |       132        |  0.000102996826171875  |    0.0    |
|        37       | 12.5 |        83       |   75  | 27 |     False      |       132        | 0.00010013580322265625 |    0.0    |
|        37       |  25  |       166       |  12.5 | 4  |      True      |       283        | 0.0002429485321044922  |    0.0    |
|        37       |  25  |       166       |   25  | 9  |     False      |       283        | 0.00024127960205078125 |    0.0    |
|        37       |  25  |       166       |   50  | 18 |     False      |       283        | 0.00023221969604492188 |    0.0    |
|        37       |  25  |       166       |   75  | 27 |     False      |       283        | 0.00022673606872558594 |    0.0    |
|        37       |  50  |       333       |  12.5 | 4  |      True      |       913        | 0.0007278919219970703  |    0.0    |
|        37       |  50  |       333       |   25  | 9  |     False      |       913        | 0.0007448196411132812  |    0.0    |
|        37       |  50  |       333       |   50  | 18 |     False      |       913        | 0.0007801055908203125  |    0.0    |
|        37       |  50  |       333       |   75  | 27 |     False      |       913        | 0.0007150173187255859  |    0.0    |
|        37       |  75  |       500       |  12.5 | 4  |      True      |       2268       | 0.0018160343170166016  |    0.0    |
|        37       |  75  |       500       |   25  | 9  |     False      |       2268       | 0.0017697811126708984  |    0.0    |
|        37       |  75  |       500       |   50  | 18 |     False      |       2268       | 0.0017910003662109375  |    0.0    |
|        37       |  75  |       500       |   75  | 27 |     False      |       2268       | 0.0018177032470703125  |    0.0    |
|        38       | 12.5 |        88       |  12.5 | 4  |      True      |       145        | 0.00014281272888183594 |    0.0    |
|        38       | 12.5 |        88       |   25  | 9  |     False      |       145        |    0.0001220703125     |    0.0    |
|        38       | 12.5 |        88       |   50  | 19 |     False      |       145        | 0.00011587142944335938 |    0.0    |
|        38       | 12.5 |        88       |   75  | 28 |     False      |       145        | 0.00011396408081054688 |    0.0    |
|        38       |  25  |       176       |  12.5 | 4  |      True      |       302        | 0.0002601146697998047  |    0.0    |
|        38       |  25  |       176       |   25  | 9  |     False      |       302        | 0.0002560615539550781  |    0.0    |
|        38       |  25  |       176       |   50  | 19 |     False      |       302        | 0.00024819374084472656 |    0.0    |
|        38       |  25  |       176       |   75  | 28 |     False      |       302        | 0.0002429485321044922  |    0.0    |
|        38       |  50  |       352       |  12.5 | 4  |      True      |       891        | 0.0007288455963134766  |    0.0    |
|        38       |  50  |       352       |   25  | 9  |     False      |       891        | 0.0007212162017822266  |    0.0    |
|        38       |  50  |       352       |   50  | 19 |     False      |       891        |  0.000705718994140625  |    0.0    |
|        38       |  50  |       352       |   75  | 28 |     False      |       891        | 0.0007190704345703125  |    0.0    |
|        38       |  75  |       527       |  12.5 | 4  |      True      |       2106       | 0.0017039775848388672  |    0.0    |
|        38       |  75  |       527       |   25  | 9  |     False      |       2106       | 0.0016608238220214844  |    0.0    |
|        38       |  75  |       527       |   50  | 19 |     False      |       2106       | 0.0016429424285888672  |    0.0    |
|        38       |  75  |       527       |   75  | 28 |     False      |       2106       | 0.0016591548919677734  |    0.0    |
|        39       | 12.5 |        93       |  12.5 | 4  |      True      |       141        | 0.00013494491577148438 |    0.0    |
|        39       | 12.5 |        93       |   25  | 9  |     False      |       141        | 0.00011324882507324219 |    0.0    |
|        39       | 12.5 |        93       |   50  | 19 |     False      |       141        | 0.00010800361633300781 |    0.0    |
|        39       | 12.5 |        93       |   75  | 29 |     False      |       141        | 0.0001049041748046875  |    0.0    |
|        39       |  25  |       185       |  12.5 | 4  |      True      |       304        | 0.00025582313537597656 |    0.0    |
|        39       |  25  |       185       |   25  | 9  |     False      |       304        | 0.0002582073211669922  |    0.0    |
|        39       |  25  |       185       |   50  | 19 |     False      |       304        | 0.00025010108947753906 |    0.0    |
